time,setpoint,sensor,sinyal kendali
2024-08-25 17:56:55.797331,36.0,28.06,100
2024-08-25 17:56:55.997971,36.0,28.1,100
2024-08-25 17:56:56.228788,36.0,28.12,100
2024-08-25 17:56:56.430511,36.0,28.15,100
2024-08-25 17:56:56.633347,36.0,28.17,100
2024-08-25 17:56:56.863030,36.0,28.17,100
2024-08-25 17:56:57.067492,36.0,28.19,100
2024-08-25 17:56:57.291103,36.0,28.17,100
2024-08-25 17:56:57.492603,36.0,28.17,100
2024-08-25 17:56:57.696083,36.0,28.17,100
2024-08-25 17:56:57.926241,36.0,28.27,100
2024-08-25 17:56:58.127468,36.0,28.22,100
2024-08-25 17:56:58.329342,36.0,28.29,100
2024-08-25 17:56:58.559022,36.0,28.28,100
2024-08-25 17:56:58.760834,36.0,28.29,100
2024-08-25 17:56:58.969070,36.0,28.32,100
2024-08-25 17:56:59.191028,36.0,28.29,100
2024-08-25 17:56:59.389062,36.0,28.29,100
2024-08-25 17:56:59.598429,36.0,28.35,100
2024-08-25 17:56:59.824417,36.0,28.36,100
2024-08-25 17:57:00.027200,36.0,28.41,100
2024-08-25 17:57:00.227777,36.0,28.4,100
2024-08-25 17:57:00.455789,36.0,28.41,100
2024-08-25 17:57:00.658635,36.0,28.41,100
2024-08-25 17:57:00.861803,36.0,28.41,100
2024-08-25 17:57:01.090415,36.0,28.41,100
2024-08-25 17:57:01.293589,36.0,28.41,100
2024-08-25 17:57:01.493931,36.0,28.48,100
2024-08-25 17:57:01.721642,36.0,28.49,100
2024-08-25 17:57:01.927255,36.0,28.52,100
2024-08-25 17:57:02.127906,36.0,28.52,100
2024-08-25 17:57:02.331917,36.0,28.52,100
2024-08-25 17:57:02.534061,36.0,28.52,100
2024-08-25 17:57:02.753057,36.0,28.55,100
2024-08-25 17:57:02.955491,36.0,28.54,100
2024-08-25 17:57:03.157328,36.0,28.52,100
2024-08-25 17:57:03.359208,36.0,28.57,100
2024-08-25 17:57:03.591270,36.0,28.61,100
2024-08-25 17:57:03.795023,36.0,28.64,100
2024-08-25 17:57:04.025265,36.0,28.64,100
2024-08-25 17:57:04.225071,36.0,28.64,100
2024-08-25 17:57:04.430892,36.0,28.64,100
2024-08-25 17:57:04.630716,36.0,28.64,100
2024-08-25 17:57:04.855259,36.0,28.64,100
2024-08-25 17:57:05.057921,36.0,28.71,100
2024-08-25 17:57:05.261208,36.0,28.75,100
2024-08-25 17:57:05.461668,36.0,28.68,100
2024-08-25 17:57:05.684010,36.0,28.75,100
2024-08-25 17:57:05.885530,36.0,28.75,100
2024-08-25 17:57:06.089239,36.0,28.75,100
2024-08-25 17:57:06.291309,36.0,28.75,100
2024-08-25 17:57:06.493834,36.0,28.83,100
2024-08-25 17:57:06.693363,36.0,28.75,100
2024-08-25 17:57:06.917901,36.0,28.77,100
2024-08-25 17:57:07.121931,36.0,28.84,100
2024-08-25 17:57:07.320619,36.0,28.86,100
2024-08-25 17:57:07.556055,36.0,28.84,100
2024-08-25 17:57:07.756847,36.0,28.84,100
2024-08-25 17:57:07.983092,36.0,28.93,100
2024-08-25 17:57:08.188414,36.0,28.93,100
2024-08-25 17:57:08.392767,36.0,28.9,100
2024-08-25 17:57:08.589631,36.0,28.89,100
2024-08-25 17:57:08.820656,36.0,28.89,100
2024-08-25 17:57:09.020534,36.0,28.91,100
2024-08-25 17:57:09.249624,36.0,28.92,100
2024-08-25 17:57:09.452479,36.0,28.98,100
2024-08-25 17:57:09.659259,36.0,28.98,100
2024-08-25 17:57:09.884391,36.0,28.98,100
2024-08-25 17:57:10.090804,36.0,28.98,100
2024-08-25 17:57:10.316075,36.0,28.98,100
2024-08-25 17:57:10.517736,36.0,29.06,100
2024-08-25 17:57:10.720914,36.0,29.06,100
2024-08-25 17:57:10.923309,36.0,29.09,100
2024-08-25 17:57:11.149351,36.0,29.07,100
2024-08-25 17:57:11.351764,36.0,29.1,100
2024-08-25 17:57:11.582069,36.0,29.1,100
2024-08-25 17:57:11.784117,36.0,29.1,100
2024-08-25 17:57:11.990088,36.0,29.13,100
2024-08-25 17:57:12.212984,36.0,29.16,100
2024-08-25 17:57:12.415671,36.0,29.1,100
2024-08-25 17:57:12.619574,36.0,29.1,100
2024-08-25 17:57:12.824337,36.0,29.12,100
2024-08-25 17:57:13.046938,36.0,29.21,100
2024-08-25 17:57:13.253559,36.0,29.21,100
2024-08-25 17:57:13.456306,36.0,29.21,100
2024-08-25 17:57:13.678147,36.0,29.21,100
2024-08-25 17:57:13.879880,36.0,29.21,100
2024-08-25 17:57:14.089713,36.0,29.21,100
2024-08-25 17:57:14.291530,36.0,29.25,100
2024-08-25 17:57:14.512272,36.0,29.21,100
2024-08-25 17:57:14.715550,36.0,29.3,100
2024-08-25 17:57:14.916832,36.0,29.33,100
2024-08-25 17:57:15.117223,36.0,29.27,100
2024-08-25 17:57:15.314882,36.0,29.33,100
2024-08-25 17:57:15.547347,36.0,29.33,100
2024-08-25 17:57:15.749488,36.0,29.33,100
2024-08-25 17:57:15.951190,36.0,29.34,100
2024-08-25 17:57:16.155448,36.0,29.33,100
2024-08-25 17:57:16.378038,36.0,29.4,100
2024-08-25 17:57:16.580625,36.0,29.41,100
2024-08-25 17:57:16.785013,36.0,29.44,100
2024-08-25 17:57:17.009740,36.0,29.44,100
2024-08-25 17:57:17.213815,36.0,29.44,100
2024-08-25 17:57:17.414802,36.0,29.44,100
2024-08-25 17:57:17.642584,36.0,29.44,100
2024-08-25 17:57:17.846008,36.0,29.45,100
2024-08-25 17:57:18.047307,36.0,29.45,100
2024-08-25 17:57:18.276946,36.0,29.48,100
2024-08-25 17:57:18.477343,36.0,29.55,100
2024-08-25 17:57:18.680674,36.0,29.56,100
2024-08-25 17:57:18.910184,36.0,29.53,100
2024-08-25 17:57:19.112231,36.0,29.56,100
2024-08-25 17:57:19.313040,36.0,29.56,100
2024-08-25 17:57:19.544217,36.0,29.56,100
2024-08-25 17:57:19.754629,36.0,29.56,100
2024-08-25 17:57:19.952225,36.0,29.56,100
2024-08-25 17:57:20.173559,36.0,29.62,100
2024-08-25 17:57:20.377042,36.0,29.65,100
2024-08-25 17:57:20.579179,36.0,29.64,100
2024-08-25 17:57:20.776572,36.0,29.68,100
2024-08-25 17:57:20.978827,36.0,29.68,100
2024-08-25 17:57:21.206336,36.0,29.68,100
2024-08-25 17:57:21.413159,36.0,29.68,100
2024-08-25 17:57:21.612892,36.0,29.68,100
2024-08-25 17:57:21.838871,36.0,29.69,100
2024-08-25 17:57:22.042656,36.0,29.76,100
2024-08-25 17:57:22.243708,36.0,29.74,100
2024-08-25 17:57:22.471286,36.0,29.71,100
2024-08-25 17:57:22.679177,36.0,29.78,100
2024-08-25 17:57:22.879468,36.0,29.79,100
2024-08-25 17:57:23.104650,36.0,29.79,100
2024-08-25 17:57:23.310691,36.0,29.79,100
2024-08-25 17:57:23.513428,36.0,29.79,100
2024-08-25 17:57:23.738594,36.0,29.79,100
2024-08-25 17:57:23.939347,36.0,29.79,100
2024-08-25 17:57:24.144924,36.0,29.87,100
2024-08-25 17:57:24.346485,36.0,29.84,100
2024-08-25 17:57:24.571083,36.0,29.9,100
2024-08-25 17:57:24.773320,36.0,29.91,100
2024-08-25 17:57:24.975385,36.0,29.91,100
2024-08-25 17:57:25.204769,36.0,29.94,100
2024-08-25 17:57:25.410426,36.0,29.91,100
2024-08-25 17:57:25.613034,36.0,29.91,100
2024-08-25 17:57:25.837966,36.0,29.91,100
2024-08-25 17:57:26.039893,36.0,29.95,100
2024-08-25 17:57:26.242042,36.0,30.0,100
2024-08-25 17:57:26.440461,36.0,29.95,100
2024-08-25 17:57:26.668406,36.0,30.02,100
2024-08-25 17:57:26.871052,36.0,30.02,100
2024-08-25 17:57:27.072848,36.0,30.02,100
2024-08-25 17:57:27.276542,36.0,30.02,100
2024-08-25 17:57:27.506827,36.0,30.02,100
2024-08-25 17:57:27.709499,36.0,30.03,100
2024-08-25 17:57:27.905385,36.0,30.03,100
2024-08-25 17:57:28.137514,36.0,30.05,100
2024-08-25 17:57:28.340364,36.0,30.14,100
2024-08-25 17:57:28.539005,36.0,30.13,100
2024-08-25 17:57:28.745297,36.0,30.14,100
2024-08-25 17:57:28.971040,36.0,30.14,100
2024-08-25 17:57:29.174161,36.0,30.14,100
2024-08-25 17:57:29.399431,36.0,30.14,100
2024-08-25 17:57:29.603372,36.0,30.14,100
2024-08-25 17:57:29.809072,36.0,30.14,100
2024-08-25 17:57:30.009206,36.0,30.14,100
2024-08-25 17:57:30.236320,36.0,30.21,100
